indice_original,categoria_real,prediccion_v1_0,prediccion_v1_1,correcta_v1_0,correcta_v1_1,prediccion_cambio,corregido_por_v1_1,empeorado_por_v1_1
2087,frontend,frontend,frontend,True,True,False,False,False
1906,backend,backend,backend,True,True,False,False,False
1366,datascience,datascience,datascience,True,True,False,False,False
3550,frontend,cloud,cloud,False,False,False,False,False
3105,frontend,frontend,frontend,True,True,False,False,False
4503,datascience,datascience,datascience,True,True,False,False,False
3854,cloud,backend,backend,False,False,False,False,False
3348,cloud,cloud,cloud,True,True,False,False,False
3264,datascience,datascience,backend,True,False,True,False,True
453,cloud,cloud,cloud,True,True,False,False,False
3913,frontend,frontend,frontend,True,True,False,False,False
2515,backend,backend,backend,True,True,False,False,False
2817,cloud,cloud,cloud,True,True,False,False,False
769,cloud,backend,backend,False,False,False,False,False
228,backend,backend,backend,True,True,False,False,False
1157,cloud,cloud,cloud,True,True,False,False,False
251,frontend,frontend,frontend,True,True,False,False,False
2697,frontend,frontend,frontend,True,True,False,False,False
809,datascience,datascience,datascience,True,True,False,False,False
446,backend,backend,backend,True,True,False,False,False
521,frontend,frontend,frontend,True,True,False,False,False
2428,cloud,cloud,cloud,True,True,False,False,False
2766,backend,backend,backend,True,True,False,False,False
1247,cloud,datascience,backend,False,False,True,False,False
1206,backend,backend,backend,True,True,False,False,False
3241,datascience,datascience,datascience,True,True,False,False,False
1431,backend,backend,backend,True,True,False,False,False
128,cloud,cloud,cloud,True,True,False,False,False
3361,cloud,cloud,cloud,True,True,False,False,False
579,frontend,frontend,frontend,True,True,False,False,False
1824,frontend,frontend,frontend,True,True,False,False,False
4271,backend,backend,backend,True,True,False,False,False
1751,backend,backend,backend,True,True,False,False,False
3444,cloud,cloud,cloud,True,True,False,False,False
4383,datascience,datascience,datascience,True,True,False,False,False
919,datascience,frontend,datascience,False,True,True,True,False
1053,datascience,datascience,datascience,True,True,False,False,False
1825,cloud,cloud,cloud,True,True,False,False,False
3507,datascience,datascience,datascience,True,True,False,False,False
388,datascience,datascience,datascience,True,True,False,False,False
718,backend,backend,backend,True,True,False,False,False
272,cloud,cloud,cloud,True,True,False,False,False
3970,frontend,frontend,frontend,True,True,False,False,False
2358,frontend,cloud,frontend,False,True,True,True,False
3392,frontend,frontend,frontend,True,True,False,False,False
2571,datascience,datascience,datascience,True,True,False,False,False
3030,backend,backend,backend,True,True,False,False,False
3067,datascience,datascience,datascience,True,True,False,False,False
932,backend,backend,backend,True,True,False,False,False
815,frontend,frontend,frontend,True,True,False,False,False
2185,backend,backend,backend,True,True,False,False,False
3120,backend,backend,backend,True,True,False,False,False
1623,frontend,frontend,frontend,True,True,False,False,False
3505,datascience,datascience,datascience,True,True,False,False,False
2103,datascience,backend,backend,False,False,False,False,False
843,cloud,cloud,cloud,True,True,False,False,False
2395,datascience,backend,backend,False,False,False,False,False
3424,cloud,cloud,cloud,True,True,False,False,False
3785,backend,backend,backend,True,True,False,False,False
4318,cloud,frontend,frontend,False,False,False,False,False
1395,datascience,frontend,frontend,False,False,False,False,False
1823,cloud,cloud,cloud,True,True,False,False,False
3728,cloud,cloud,cloud,True,True,False,False,False
3006,cloud,cloud,cloud,True,True,False,False,False
645,datascience,datascience,datascience,True,True,False,False,False
3640,backend,backend,backend,True,True,False,False,False
2229,datascience,datascience,datascience,True,True,False,False,False
3616,frontend,frontend,frontend,True,True,False,False,False
1698,frontend,frontend,frontend,True,True,False,False,False
3260,frontend,frontend,frontend,True,True,False,False,False
3710,datascience,datascience,datascience,True,True,False,False,False
4552,cloud,cloud,cloud,True,True,False,False,False
279,datascience,datascience,datascience,True,True,False,False,False
719,backend,cloud,backend,False,True,True,True,False
145,cloud,frontend,backend,False,False,True,False,False
1575,frontend,frontend,frontend,True,True,False,False,False
662,backend,backend,backend,True,True,False,False,False
3009,cloud,backend,backend,False,False,False,False,False
4430,cloud,cloud,cloud,True,True,False,False,False
1499,frontend,frontend,backend,True,False,True,False,True
2033,datascience,cloud,cloud,False,False,False,False,False
4573,backend,backend,backend,True,True,False,False,False
2513,backend,backend,frontend,True,False,True,False,True
1784,datascience,datascience,datascience,True,True,False,False,False
2720,datascience,datascience,datascience,True,True,False,False,False
3687,frontend,frontend,frontend,True,True,False,False,False
2011,cloud,cloud,cloud,True,True,False,False,False
220,cloud,cloud,cloud,True,True,False,False,False
3859,frontend,backend,backend,False,False,False,False,False
3283,backend,backend,backend,True,True,False,False,False
3028,backend,backend,backend,True,True,False,False,False
2326,frontend,frontend,frontend,True,True,False,False,False
572,frontend,cloud,cloud,False,False,False,False,False
889,frontend,frontend,frontend,True,True,False,False,False
2798,cloud,cloud,cloud,True,True,False,False,False
594,frontend,cloud,cloud,False,False,False,False,False
3506,cloud,cloud,cloud,True,True,False,False,False
4211,datascience,datascience,datascience,True,True,False,False,False
207,frontend,backend,backend,False,False,False,False,False
740,cloud,datascience,datascience,False,False,False,False,False
4174,backend,datascience,backend,False,True,True,True,False
3224,frontend,frontend,frontend,True,True,False,False,False
1984,backend,backend,backend,True,True,False,False,False
668,backend,backend,backend,True,True,False,False,False
783,frontend,backend,frontend,False,True,True,True,False
2639,cloud,cloud,cloud,True,True,False,False,False
3016,cloud,cloud,cloud,True,True,False,False,False
3378,backend,backend,backend,True,True,False,False,False
2744,backend,cloud,cloud,False,False,False,False,False
1582,frontend,frontend,frontend,True,True,False,False,False
4217,datascience,datascience,datascience,True,True,False,False,False
2820,frontend,frontend,frontend,True,True,False,False,False
412,datascience,datascience,datascience,True,True,False,False,False
1318,backend,backend,backend,True,True,False,False,False
2713,cloud,cloud,cloud,True,True,False,False,False
3654,datascience,datascience,datascience,True,True,False,False,False
2233,frontend,frontend,frontend,True,True,False,False,False
3189,frontend,frontend,frontend,True,True,False,False,False
2523,frontend,frontend,frontend,True,True,False,False,False
398,cloud,cloud,cloud,True,True,False,False,False
2852,cloud,cloud,cloud,True,True,False,False,False
3377,cloud,cloud,cloud,True,True,False,False,False
76,cloud,backend,cloud,False,True,True,True,False
1486,backend,backend,backend,True,True,False,False,False
4072,datascience,datascience,datascience,True,True,False,False,False
3295,cloud,backend,backend,False,False,False,False,False
2270,datascience,datascience,datascience,True,True,False,False,False
2790,frontend,frontend,frontend,True,True,False,False,False
2694,cloud,cloud,cloud,True,True,False,False,False
4576,cloud,cloud,cloud,True,True,False,False,False
15,cloud,cloud,cloud,True,True,False,False,False
3069,datascience,cloud,cloud,False,False,False,False,False
609,backend,cloud,cloud,False,False,False,False,False
3389,datascience,datascience,datascience,True,True,False,False,False
4433,backend,backend,backend,True,True,False,False,False
2652,datascience,datascience,datascience,True,True,False,False,False
1085,backend,backend,backend,True,True,False,False,False
1042,backend,cloud,backend,False,True,True,True,False
1050,datascience,datascience,datascience,True,True,False,False,False
4165,backend,backend,backend,True,True,False,False,False
1489,datascience,datascience,datascience,True,True,False,False,False
1194,backend,backend,backend,True,True,False,False,False
4128,cloud,backend,backend,False,False,False,False,False
2634,datascience,backend,datascience,False,True,True,True,False
3317,cloud,cloud,cloud,True,True,False,False,False
2745,datascience,frontend,datascience,False,True,True,True,False
779,datascience,datascience,datascience,True,True,False,False,False
3179,frontend,backend,frontend,False,True,True,True,False
2882,backend,backend,backend,True,True,False,False,False
4307,datascience,datascience,datascience,True,True,False,False,False
3077,backend,backend,cloud,True,False,True,False,True
4130,cloud,cloud,cloud,True,True,False,False,False
4187,cloud,cloud,cloud,True,True,False,False,False
4310,frontend,frontend,frontend,True,True,False,False,False
507,backend,backend,backend,True,True,False,False,False
3961,frontend,frontend,frontend,True,True,False,False,False
595,backend,backend,backend,True,True,False,False,False
2788,cloud,cloud,backend,True,False,True,False,True
3740,backend,cloud,cloud,False,False,False,False,False
3048,cloud,cloud,cloud,True,True,False,False,False
4459,cloud,cloud,cloud,True,True,False,False,False
247,frontend,backend,backend,False,False,False,False,False
1737,frontend,frontend,frontend,True,True,False,False,False
2386,backend,backend,backend,True,True,False,False,False
894,datascience,datascience,datascience,True,True,False,False,False
4387,datascience,datascience,datascience,True,True,False,False,False
2550,backend,backend,backend,True,True,False,False,False
2392,backend,backend,backend,True,True,False,False,False
460,cloud,cloud,cloud,True,True,False,False,False
3172,datascience,backend,datascience,False,True,True,True,False
1488,backend,backend,backend,True,True,False,False,False
3912,datascience,datascience,datascience,True,True,False,False,False
2240,frontend,backend,backend,False,False,False,False,False
4135,cloud,cloud,cloud,True,True,False,False,False
3693,cloud,cloud,cloud,True,True,False,False,False
333,frontend,backend,backend,False,False,False,False,False
1013,datascience,datascience,datascience,True,True,False,False,False
3363,backend,backend,backend,True,True,False,False,False
4163,cloud,cloud,cloud,True,True,False,False,False
2430,cloud,cloud,cloud,True,True,False,False,False
467,datascience,backend,backend,False,False,False,False,False
3641,frontend,frontend,frontend,True,True,False,False,False
232,cloud,frontend,frontend,False,False,False,False,False
4381,frontend,frontend,frontend,True,True,False,False,False
1423,cloud,cloud,cloud,True,True,False,False,False
2002,datascience,datascience,datascience,True,True,False,False,False
2855,backend,backend,backend,True,True,False,False,False
352,frontend,backend,datascience,False,False,True,False,False
4209,backend,cloud,backend,False,True,True,True,False
2856,frontend,frontend,frontend,True,True,False,False,False
1459,backend,frontend,frontend,False,False,False,False,False
1810,backend,backend,backend,True,True,False,False,False
3965,backend,backend,backend,True,True,False,False,False
2371,backend,frontend,frontend,False,False,False,False,False
4357,datascience,datascience,datascience,True,True,False,False,False
3057,cloud,cloud,cloud,True,True,False,False,False
1005,frontend,frontend,cloud,True,False,True,False,True
87,datascience,datascience,datascience,True,True,False,False,False
204,cloud,cloud,cloud,True,True,False,False,False
2621,cloud,cloud,cloud,True,True,False,False,False
3612,frontend,frontend,frontend,True,True,False,False,False
563,datascience,datascience,datascience,True,True,False,False,False
1929,datascience,datascience,datascience,True,True,False,False,False
3962,backend,backend,backend,True,True,False,False,False
3899,cloud,cloud,cloud,True,True,False,False,False
4581,datascience,backend,backend,False,False,False,False,False
3139,datascience,datascience,datascience,True,True,False,False,False
3342,frontend,frontend,frontend,True,True,False,False,False
2468,backend,backend,backend,True,True,False,False,False
4284,datascience,cloud,cloud,False,False,False,False,False
2708,frontend,frontend,frontend,True,True,False,False,False
4125,frontend,frontend,frontend,True,True,False,False,False
4282,cloud,cloud,cloud,True,True,False,False,False
2314,backend,backend,backend,True,True,False,False,False
1022,backend,backend,backend,True,True,False,False,False
328,backend,backend,backend,True,True,False,False,False
1576,cloud,cloud,cloud,True,True,False,False,False
2464,frontend,frontend,backend,True,False,True,False,True
811,frontend,frontend,frontend,True,True,False,False,False
98,frontend,frontend,frontend,True,True,False,False,False
3483,cloud,cloud,cloud,True,True,False,False,False
3991,frontend,frontend,frontend,True,True,False,False,False
3727,backend,backend,backend,True,True,False,False,False
3075,frontend,frontend,frontend,True,True,False,False,False
1924,datascience,datascience,datascience,True,True,False,False,False
1540,backend,backend,backend,True,True,False,False,False
2382,frontend,frontend,frontend,True,True,False,False,False
556,datascience,datascience,datascience,True,True,False,False,False
3808,cloud,cloud,cloud,True,True,False,False,False
587,cloud,cloud,cloud,True,True,False,False,False
1711,frontend,frontend,frontend,True,True,False,False,False
3041,frontend,backend,backend,False,False,False,False,False
3435,datascience,datascience,datascience,True,True,False,False,False
1608,datascience,datascience,datascience,True,True,False,False,False
4145,frontend,frontend,frontend,True,True,False,False,False
3982,backend,backend,frontend,True,False,True,False,True
2438,frontend,frontend,frontend,True,True,False,False,False
1967,frontend,backend,frontend,False,True,True,True,False
3385,backend,backend,backend,True,True,False,False,False
2283,frontend,backend,cloud,False,False,True,False,False
1796,backend,backend,backend,True,True,False,False,False
377,frontend,frontend,frontend,True,True,False,False,False
1161,frontend,frontend,frontend,True,True,False,False,False
1877,datascience,backend,backend,False,False,False,False,False
3079,datascience,frontend,frontend,False,False,False,False,False
2959,cloud,cloud,cloud,True,True,False,False,False
2760,cloud,frontend,frontend,False,False,False,False,False
977,datascience,datascience,datascience,True,True,False,False,False
355,backend,backend,backend,True,True,False,False,False
1505,cloud,cloud,cloud,True,True,False,False,False
2037,frontend,frontend,frontend,True,True,False,False,False
2567,frontend,backend,backend,False,False,False,False,False
3949,frontend,frontend,frontend,True,True,False,False,False
3830,datascience,datascience,datascience,True,True,False,False,False
1676,backend,backend,backend,True,True,False,False,False
2864,datascience,datascience,datascience,True,True,False,False,False
3717,datascience,datascience,datascience,True,True,False,False,False
3523,datascience,datascience,datascience,True,True,False,False,False
3572,frontend,frontend,frontend,True,True,False,False,False
4299,datascience,datascience,datascience,True,True,False,False,False
1313,cloud,cloud,cloud,True,True,False,False,False
1409,datascience,datascience,datascience,True,True,False,False,False
4320,backend,backend,backend,True,True,False,False,False
4263,frontend,frontend,frontend,True,True,False,False,False
3203,backend,backend,backend,True,True,False,False,False
4240,frontend,frontend,frontend,True,True,False,False,False
3980,backend,backend,backend,True,True,False,False,False
3839,cloud,cloud,cloud,True,True,False,False,False
1915,datascience,datascience,datascience,True,True,False,False,False
3780,backend,backend,backend,True,True,False,False,False
2833,frontend,frontend,frontend,True,True,False,False,False
3521,backend,backend,backend,True,True,False,False,False
3044,frontend,frontend,frontend,True,True,False,False,False
746,datascience,datascience,datascience,True,True,False,False,False
2538,frontend,frontend,frontend,True,True,False,False,False
2965,backend,backend,backend,True,True,False,False,False
2977,cloud,cloud,cloud,True,True,False,False,False
4147,frontend,backend,backend,False,False,False,False,False
2803,frontend,frontend,frontend,True,True,False,False,False
1114,frontend,frontend,frontend,True,True,False,False,False
4132,cloud,cloud,cloud,True,True,False,False,False
2866,cloud,cloud,cloud,True,True,False,False,False
2298,datascience,datascience,datascience,True,True,False,False,False
3253,cloud,cloud,cloud,True,True,False,False,False
2187,backend,backend,backend,True,True,False,False,False
2520,cloud,cloud,cloud,True,True,False,False,False
111,frontend,frontend,frontend,True,True,False,False,False
3165,datascience,frontend,datascience,False,True,True,True,False
870,cloud,cloud,cloud,True,True,False,False,False
1950,datascience,datascience,datascience,True,True,False,False,False
2387,cloud,cloud,cloud,True,True,False,False,False
1235,cloud,cloud,cloud,True,True,False,False,False
553,datascience,datascience,datascience,True,True,False,False,False
2208,datascience,datascience,datascience,True,True,False,False,False
775,frontend,frontend,frontend,True,True,False,False,False
400,frontend,frontend,frontend,True,True,False,False,False
1174,cloud,cloud,cloud,True,True,False,False,False
3053,datascience,datascience,datascience,True,True,False,False,False
2180,datascience,datascience,datascience,True,True,False,False,False
187,datascience,datascience,datascience,True,True,False,False,False
2484,backend,backend,backend,True,True,False,False,False
3745,datascience,datascience,datascience,True,True,False,False,False
48,datascience,datascience,datascience,True,True,False,False,False
1942,cloud,cloud,cloud,True,True,False,False,False
2706,frontend,frontend,frontend,True,True,False,False,False
1656,datascience,datascience,datascience,True,True,False,False,False
2368,cloud,cloud,cloud,True,True,False,False,False
3932,datascience,cloud,cloud,False,False,False,False,False
4107,frontend,frontend,frontend,True,True,False,False,False
4142,frontend,frontend,frontend,True,True,False,False,False
2130,frontend,frontend,frontend,True,True,False,False,False
106,frontend,frontend,frontend,True,True,False,False,False
2195,backend,cloud,backend,False,True,True,True,False
3565,frontend,frontend,frontend,True,True,False,False,False
2546,backend,backend,backend,True,True,False,False,False
2883,datascience,datascience,datascience,True,True,False,False,False
1772,cloud,backend,frontend,False,False,True,False,False
4198,backend,backend,backend,True,True,False,False,False
4025,cloud,cloud,cloud,True,True,False,False,False
4483,backend,backend,backend,True,True,False,False,False
4022,datascience,datascience,datascience,True,True,False,False,False
3822,cloud,cloud,cloud,True,True,False,False,False
854,frontend,frontend,frontend,True,True,False,False,False
2016,datascience,datascience,datascience,True,True,False,False,False
1051,frontend,backend,backend,False,False,False,False,False
803,cloud,cloud,cloud,True,True,False,False,False
58,frontend,backend,backend,False,False,False,False,False
4095,backend,backend,frontend,True,False,True,False,True
2308,cloud,cloud,cloud,True,True,False,False,False
4261,backend,backend,cloud,True,False,True,False,True
1305,cloud,cloud,cloud,True,True,False,False,False
4058,datascience,datascience,datascience,True,True,False,False,False
0,frontend,frontend,frontend,True,True,False,False,False
1778,frontend,frontend,frontend,True,True,False,False,False
444,cloud,cloud,cloud,True,True,False,False,False
1626,frontend,cloud,cloud,False,False,False,False,False
2711,backend,backend,backend,True,True,False,False,False
4,backend,backend,frontend,True,False,True,False,True
2264,datascience,datascience,datascience,True,True,False,False,False
2223,datascience,datascience,datascience,True,True,False,False,False
