fold,indice_original,categoria_real,categoria_predicha,segunda_categoria,prediccion_correcta,puntuacion_ganadora,puntuacion_segunda,margen_decision,word_features_activas,char_features_activas,features_activas_total,estado_operacional,motivo_operacional
1,310,cloud,cloud,frontend,True,1.2412876041461045,-1.1413008661573487,2.382588470303453,23,155,178,revision,Cobertura reducida de características.
1,2877,datascience,datascience,backend,True,1.16801615651773,-1.0127015543863653,2.180717710904095,44,335,379,aceptada,Predicción con evidencia suficiente.
1,2794,datascience,frontend,backend,False,-0.2523215439251728,-0.42859953660199174,0.17627799267681893,20,336,356,revision,Margen de decisión reducido.
1,3960,frontend,frontend,cloud,True,0.9732155431445804,-0.9703397605807338,1.9435553037253142,21,270,291,aceptada,Predicción con evidencia suficiente.
1,4123,frontend,backend,frontend,False,0.11617098264660597,-0.27300426509664627,0.38917524774325224,35,298,333,revision,Margen de decisión reducido.
1,551,datascience,datascience,frontend,True,0.864892788480306,-0.9276248332894605,1.7925176217697665,26,365,391,aceptada,Predicción con evidencia suficiente.
1,74,backend,cloud,backend,False,0.06831658651669836,-0.02720795897274475,0.09552454548944311,33,285,318,revision,Margen de decisión reducido.
1,153,cloud,cloud,datascience,True,2.460564781320958,-1.5237535236703965,3.9843183049913544,33,237,270,aceptada,Predicción con evidencia suficiente.
1,3985,datascience,backend,frontend,False,0.0010725165361529232,-0.7966873704200259,0.7977598869561788,26,316,342,aceptada,Predicción con evidencia suficiente.
1,2055,cloud,cloud,frontend,True,0.7864360843703347,-0.25253763643618116,1.038973720806516,16,188,204,aceptada,Predicción con evidencia suficiente.
1,1719,frontend,frontend,backend,True,0.888372691837761,-0.9815309761152157,1.8699036679529768,25,357,382,aceptada,Predicción con evidencia suficiente.
1,2510,frontend,frontend,datascience,True,1.0666289395583801,-1.0346055028242713,2.1012344423826512,30,310,340,aceptada,Predicción con evidencia suficiente.
1,3410,cloud,cloud,backend,True,0.1399321571745079,-0.5465739633341555,0.6865061205086634,35,298,333,aceptada,Predicción con evidencia suficiente.
1,2357,cloud,cloud,backend,True,0.6298958285061712,-1.000517530063176,1.630413358569347,26,264,290,aceptada,Predicción con evidencia suficiente.
1,1265,backend,backend,frontend,True,1.1556715050235988,-0.7964189185560602,1.952090423579659,27,298,325,aceptada,Predicción con evidencia suficiente.
1,2069,backend,backend,frontend,True,-0.154603032495791,-0.4011743521664699,0.2465713196706789,27,321,348,revision,Margen de decisión reducido.
1,830,cloud,cloud,backend,True,0.14466547293843168,-0.8140887908007547,0.9587542637391864,35,321,356,aceptada,Predicción con evidencia suficiente.
1,1523,datascience,datascience,cloud,True,1.332904447756884,-1.144159341399829,2.477063789156713,28,332,360,aceptada,Predicción con evidencia suficiente.
1,753,frontend,cloud,frontend,False,0.42301292850291905,-0.10269055897037171,0.5257034874732908,16,193,209,revision,Margen de decisión reducido.
1,3645,datascience,datascience,cloud,True,0.5970291592310665,-0.6857551055523763,1.2827842647834427,33,383,416,aceptada,Predicción con evidencia suficiente.
1,762,cloud,cloud,datascience,True,1.4599576416836686,-0.5529476768825262,2.0129053185661947,53,571,624,aceptada,Predicción con evidencia suficiente.
1,791,frontend,frontend,backend,True,0.7336846983658676,-0.26273958216771937,0.996424280533587,7,209,216,aceptada,Predicción con evidencia suficiente.
1,3331,datascience,datascience,backend,True,1.2120045482477146,-1.091918436225396,2.3039229844731106,25,281,306,aceptada,Predicción con evidencia suficiente.
1,4136,frontend,frontend,backend,True,0.22045416072367152,0.07594722196375736,0.14450693875991416,15,166,181,revision,Margen de decisión reducido.
1,3938,backend,cloud,frontend,False,-0.13953624649318241,-0.40429478655932105,0.26475854006613864,31,332,363,revision,Margen de decisión reducido.
1,2216,cloud,backend,frontend,False,-0.09475793347828143,-0.5443441860535667,0.4495862525752853,27,281,308,revision,Margen de decisión reducido.
1,785,frontend,frontend,cloud,True,1.0699233023419066,-0.3490996774786095,1.419022979820516,13,185,198,aceptada,Predicción con evidencia suficiente.
1,1023,backend,cloud,backend,False,-0.06882502549397229,-0.5367488611374538,0.4679238356434815,25,326,351,revision,Margen de decisión reducido.
1,2638,datascience,datascience,backend,True,1.3112848397804635,-1.1955541910835574,2.506839030864021,17,263,280,aceptada,Predicción con evidencia suficiente.
1,3530,frontend,backend,frontend,False,-0.09190381022209115,-0.3049304712675538,0.21302666104546264,29,373,402,revision,Margen de decisión reducido.
1,868,cloud,cloud,frontend,True,0.30531372465653417,-0.5079972782075283,0.8133110028640624,26,329,355,aceptada,Predicción con evidencia suficiente.
1,3040,cloud,cloud,backend,True,0.47693924056996007,-0.08753450806864738,0.5644737486386074,37,326,363,revision,Margen de decisión reducido.
1,955,datascience,datascience,cloud,True,1.9048746779353753,-1.1445092898508475,3.049383967786223,33,280,313,aceptada,Predicción con evidencia suficiente.
1,327,backend,backend,cloud,True,0.9326282012728179,-0.8302694843139947,1.7628976855868126,16,254,270,aceptada,Predicción con evidencia suficiente.
1,1462,cloud,cloud,backend,True,0.3060556637473949,-0.41170273481523817,0.717758398562633,34,572,606,aceptada,Predicción con evidencia suficiente.
1,4551,datascience,datascience,cloud,True,2.0720021525455143,-1.5167489360062616,3.588751088551776,23,407,430,aceptada,Predicción con evidencia suficiente.
1,942,cloud,cloud,datascience,True,2.277480053211038,-1.4116318041250309,3.689111857336069,21,384,405,aceptada,Predicción con evidencia suficiente.
1,2730,backend,backend,datascience,True,0.2897951019909236,-0.46680667466549325,0.7566017766564168,38,309,347,aceptada,Predicción con evidencia suficiente.
1,1606,cloud,cloud,backend,True,0.9900379856688465,-1.0059416973976822,1.9959796830665288,29,211,240,aceptada,Predicción con evidencia suficiente.
1,1396,backend,backend,frontend,True,0.4956829173666769,-0.6657058877167926,1.1613888050834695,32,241,273,aceptada,Predicción con evidencia suficiente.
1,2960,cloud,cloud,datascience,True,0.7707917018957496,-0.7322803369395376,1.5030720388352874,24,260,284,aceptada,Predicción con evidencia suficiente.
1,2239,backend,backend,datascience,True,0.44057221794906043,-0.6677626466009513,1.1083348645500117,7,134,141,revision,Cobertura reducida de características.
1,886,backend,backend,cloud,True,1.1935774588396684,-0.9230336329578306,2.116611091797499,10,278,288,aceptada,Predicción con evidencia suficiente.
1,475,backend,frontend,datascience,False,-0.25659630270610967,-0.6616824477832712,0.40508614507716156,28,248,276,revision,Margen de decisión reducido.
1,3205,cloud,cloud,datascience,True,0.17688018217877488,-0.7675673673969373,0.9444475495757122,22,266,288,aceptada,Predicción con evidencia suficiente.
1,2118,frontend,frontend,cloud,True,0.29583919952038595,-0.10213321169346479,0.39797241121385074,31,289,320,revision,Margen de decisión reducido.
1,2890,frontend,frontend,cloud,True,1.2947482409617528,-1.2086603923142727,2.5034086332760257,29,336,365,aceptada,Predicción con evidencia suficiente.
1,2839,backend,backend,frontend,True,1.2846803967977487,-1.2925027791115897,2.5771831759093384,38,294,332,aceptada,Predicción con evidencia suficiente.
1,788,frontend,frontend,backend,True,1.677246738650161,-1.2916112447748866,2.968857983425048,13,199,212,aceptada,Predicción con evidencia suficiente.
1,1718,cloud,backend,cloud,False,-0.4265143907540445,-0.5410835064436247,0.11456911568958017,15,191,206,revision,Margen de decisión reducido.
1,1976,datascience,datascience,frontend,True,1.1684246422722895,-0.9694958310450316,2.137920473317321,31,294,325,aceptada,Predicción con evidencia suficiente.
1,4133,backend,backend,frontend,True,1.4242808005279333,-1.1706657241149632,2.5949465246428964,42,304,346,aceptada,Predicción con evidencia suficiente.
1,4258,cloud,cloud,backend,True,1.027517732974351,-0.9359493075194536,1.9634670404938046,33,250,283,aceptada,Predicción con evidencia suficiente.
1,2789,backend,backend,datascience,True,0.4022695573901599,-0.7630883233610003,1.1653578807511602,44,328,372,aceptada,Predicción con evidencia suficiente.
1,342,datascience,datascience,backend,True,1.3054877336916917,-1.144164326700928,2.4496520603926197,22,295,317,aceptada,Predicción con evidencia suficiente.
1,852,cloud,datascience,cloud,False,-0.3372164136563116,-0.5118404822733053,0.17462406861699364,24,284,308,revision,Margen de decisión reducido.
1,4416,backend,backend,frontend,True,0.3363522055493279,-0.43196449297871176,0.7683166985280396,37,316,353,aceptada,Predicción con evidencia suficiente.
1,1075,backend,backend,cloud,True,1.0851117674574469,-1.0093513022356353,2.094463069693082,18,300,318,aceptada,Predicción con evidencia suficiente.
1,1262,cloud,cloud,frontend,True,0.23122748303077223,-0.8047696905590122,1.0359971735897844,21,340,361,aceptada,Predicción con evidencia suficiente.
1,3092,frontend,frontend,backend,True,2.0240516119184653,-1.3786856582364249,3.40273727015489,30,281,311,aceptada,Predicción con evidencia suficiente.
1,1965,frontend,frontend,datascience,True,1.336739711868354,-0.8627623220693313,2.1995020339376854,29,272,301,aceptada,Predicción con evidencia suficiente.
1,3943,cloud,cloud,frontend,True,1.702544654009213,-0.5787643672666903,2.2813090212759035,32,253,285,aceptada,Predicción con evidencia suficiente.
1,1745,datascience,datascience,frontend,True,2.4107909662895497,-1.5030312301139832,3.913822196403533,19,215,234,aceptada,Predicción con evidencia suficiente.
1,721,datascience,datascience,backend,True,1.6617200319951326,-1.0521918929713745,2.7139119249665073,32,373,405,aceptada,Predicción con evidencia suficiente.
1,1957,datascience,datascience,backend,True,0.8829581614980836,-1.0558387478043696,1.9387969093024533,67,486,553,aceptada,Predicción con evidencia suficiente.
1,4281,backend,backend,frontend,True,0.32884565886664185,-0.6021637087934215,0.9310093676600634,7,123,130,revision,Cobertura reducida de características.
1,265,frontend,frontend,backend,True,0.7145552282141181,-0.25345455114492343,0.9680097793590415,31,223,254,aceptada,Predicción con evidencia suficiente.
1,3627,datascience,backend,datascience,False,-0.024640113588240253,-0.49980478691276364,0.4751646733245234,27,342,369,revision,Margen de decisión reducido.
1,4134,frontend,frontend,backend,True,0.44650458733020904,-0.8072214255360926,1.2537260128663017,12,181,193,aceptada,Predicción con evidencia suficiente.
1,3832,backend,frontend,backend,False,0.1779958806251674,-0.24239612993240817,0.4203920105575756,23,356,379,revision,Margen de decisión reducido.
1,157,cloud,cloud,datascience,True,0.10424233591963439,-0.8715583421116173,0.9758006780312517,38,272,310,aceptada,Predicción con evidencia suficiente.
1,2502,cloud,cloud,datascience,True,1.5379860655976723,-0.004866997668034112,1.5428530632657065,19,269,288,aceptada,Predicción con evidencia suficiente.
1,80,datascience,datascience,frontend,True,1.3302618231598768,-1.2728746353798714,2.6031364585397485,26,227,253,aceptada,Predicción con evidencia suficiente.
1,2661,cloud,cloud,frontend,True,0.2158911136165379,-0.010990647701348555,0.22688176131788645,32,399,431,revision,Margen de decisión reducido.
1,3734,frontend,frontend,backend,True,0.34036272347070895,-0.8232948315843911,1.1636575550551,13,122,135,revision,Cobertura reducida de características.
1,4252,cloud,cloud,frontend,True,1.517045038111403,-1.178453541315496,2.695498579426899,26,324,350,aceptada,Predicción con evidencia suficiente.
1,4527,datascience,datascience,frontend,True,1.400630894647715,-1.190223184500895,2.59085407914861,23,213,236,aceptada,Predicción con evidencia suficiente.
1,1197,datascience,datascience,frontend,True,1.8550821751469861,-1.4099992854872705,3.2650814606342564,25,221,246,aceptada,Predicción con evidencia suficiente.
1,3409,cloud,datascience,cloud,False,0.607705054736312,-0.13701549727279383,0.7447205520091058,21,257,278,aceptada,Predicción con evidencia suficiente.
1,2603,frontend,frontend,backend,True,0.5216317658682222,-0.5745186173133201,1.0961503831815422,31,249,280,aceptada,Predicción con evidencia suficiente.
1,3287,frontend,frontend,cloud,True,1.7722450512691912,-1.0295286564008408,2.8017737076700318,23,389,412,aceptada,Predicción con evidencia suficiente.
1,3397,backend,cloud,backend,False,0.10673120772549982,-0.3445657392023022,0.45129694692780203,22,327,349,revision,Margen de decisión reducido.
1,2204,frontend,frontend,cloud,True,1.9979775240060202,-1.4835275045511462,3.4815050285571667,21,184,205,aceptada,Predicción con evidencia suficiente.
1,2115,datascience,backend,datascience,False,-0.2857840669925784,-0.4822289027857153,0.19644483579313687,31,339,370,revision,Margen de decisión reducido.
1,3169,cloud,backend,cloud,False,0.42998846131455093,0.35317789669303445,0.07681056462151648,27,278,305,revision,Margen de decisión reducido.
1,1130,cloud,cloud,datascience,True,0.792492906898982,-1.025299983042723,1.817792889941705,28,193,221,aceptada,Predicción con evidencia suficiente.
1,4496,datascience,datascience,backend,True,0.8663312235635717,-0.567136423110993,1.4334676466745648,28,348,376,aceptada,Predicción con evidencia suficiente.
1,4472,cloud,cloud,datascience,True,2.8159042766058366,-1.3561591871201355,4.172063463725972,32,270,302,aceptada,Predicción con evidencia suficiente.
1,3705,backend,backend,frontend,True,1.4014250817652174,-0.9493760763890742,2.3508011581542916,19,389,408,aceptada,Predicción con evidencia suficiente.
1,1930,datascience,datascience,cloud,True,1.656317096557133,-1.0046105061435173,2.6609276027006503,29,278,307,aceptada,Predicción con evidencia suficiente.
1,1103,backend,backend,frontend,True,0.5787669998162789,-0.3969263622507559,0.9756933620670347,36,320,356,aceptada,Predicción con evidencia suficiente.
1,3319,backend,backend,frontend,True,0.5240519911434657,-0.6373697266526687,1.1614217177961343,37,329,366,aceptada,Predicción con evidencia suficiente.
1,71,backend,backend,cloud,True,0.9107681644338038,-0.9434972833434954,1.854265447777299,25,283,308,aceptada,Predicción con evidencia suficiente.
1,2493,datascience,backend,datascience,False,0.5253469998919235,-0.20411498762441505,0.7294619875163385,15,308,323,aceptada,Predicción con evidencia suficiente.
1,450,cloud,cloud,backend,True,0.2923790560546832,-0.05258510955842022,0.3449641656131034,21,235,256,revision,Margen de decisión reducido.
1,3171,backend,backend,frontend,True,1.2525663767115267,-0.9705627576288235,2.22312913434035,35,259,294,aceptada,Predicción con evidencia suficiente.
1,1250,cloud,cloud,backend,True,0.4302510927433124,-0.46716977258348147,0.8974208653267939,29,358,387,aceptada,Predicción con evidencia suficiente.
1,2285,backend,backend,frontend,True,0.6071551358675612,-0.4555847800081725,1.0627399158757336,15,231,246,aceptada,Predicción con evidencia suficiente.
1,2157,frontend,frontend,backend,True,0.7024479422219312,-1.1929970993401349,1.895445041562066,29,280,309,aceptada,Predicción con evidencia suficiente.
1,1464,frontend,frontend,datascience,True,0.13095445726540772,-0.489301218013228,0.6202556752786357,24,293,317,revision,Margen de decisión reducido.
1,2901,frontend,frontend,datascience,True,0.8123702730089488,-0.9146909443883454,1.7270612173972943,36,314,350,aceptada,Predicción con evidencia suficiente.
1,2059,datascience,datascience,frontend,True,1.5804835818150718,-0.9909655690816147,2.5714491508966866,18,225,243,aceptada,Predicción con evidencia suficiente.
1,525,datascience,datascience,backend,True,1.202954206907053,-1.0021815103182854,2.205135717225338,30,246,276,aceptada,Predicción con evidencia suficiente.
1,3945,frontend,frontend,backend,True,0.9833507028552564,-0.5648860462020577,1.5482367490573141,24,371,395,aceptada,Predicción con evidencia suficiente.
1,2294,frontend,frontend,datascience,True,1.0276683986383128,-0.728589070966235,1.7562574696045479,21,227,248,aceptada,Predicción con evidencia suficiente.
1,4031,frontend,frontend,datascience,True,2.2607748963115517,-1.6266475063785466,3.887422402690098,12,206,218,aceptada,Predicción con evidencia suficiente.
1,2414,cloud,cloud,frontend,True,1.0928247102765547,-1.0819906666757666,2.1748153769523215,25,156,181,aceptada,Predicción con evidencia suficiente.
1,1876,cloud,cloud,backend,True,0.9879137922145708,-0.817174850109164,1.8050886423237347,24,176,200,aceptada,Predicción con evidencia suficiente.
1,3539,frontend,frontend,backend,True,1.008156917375047,-0.7409672412114767,1.7491241585865238,29,285,314,aceptada,Predicción con evidencia suficiente.
1,469,frontend,frontend,datascience,True,0.8030326660617362,-0.941373457085379,1.7444061231471153,13,265,278,aceptada,Predicción con evidencia suficiente.
1,3781,cloud,cloud,frontend,True,1.2405732838212855,-0.8523883000258498,2.0929615838471354,37,410,447,aceptada,Predicción con evidencia suficiente.
1,3508,cloud,cloud,frontend,True,0.6237511981639571,-0.8931803895059174,1.5169315876698746,34,406,440,aceptada,Predicción con evidencia suficiente.
1,1603,cloud,cloud,datascience,True,0.8967714984072576,-0.6375781924201896,1.5343496908274472,40,515,555,aceptada,Predicción con evidencia suficiente.
1,343,frontend,backend,datascience,False,0.5781405627272082,-0.38210305117288046,0.9602436139000886,29,331,360,aceptada,Predicción con evidencia suficiente.
1,338,cloud,cloud,backend,True,0.8720481833017827,-0.957508263201697,1.8295564465034797,19,238,257,aceptada,Predicción con evidencia suficiente.
1,2924,backend,backend,cloud,True,0.8037503820402522,-0.4701180819471503,1.2738684639874025,20,300,320,aceptada,Predicción con evidencia suficiente.
1,642,cloud,cloud,backend,True,0.9150021893169161,-1.0269565951689164,1.9419587844858324,22,377,399,aceptada,Predicción con evidencia suficiente.
1,465,backend,datascience,backend,False,0.19827160218788598,-0.11531210906430134,0.3135837112521873,36,312,348,revision,Margen de decisión reducido.
1,1447,backend,backend,cloud,True,0.8062128564637109,-0.8645362876213337,1.6707491440850446,35,366,401,aceptada,Predicción con evidencia suficiente.
1,3278,backend,backend,datascience,True,0.8014788058367516,-0.6617634708557973,1.463242276692549,34,352,386,aceptada,Predicción con evidencia suficiente.
1,2629,datascience,datascience,frontend,True,0.7029520247186339,-0.909456740089634,1.612408764808268,38,335,373,aceptada,Predicción con evidencia suficiente.
1,2394,datascience,datascience,frontend,True,1.5439173939816162,-1.3108522449906863,2.8547696389723027,28,222,250,aceptada,Predicción con evidencia suficiente.
1,3109,backend,backend,cloud,True,1.2426538175658024,-1.2108689417638052,2.4535227593296076,27,245,272,aceptada,Predicción con evidencia suficiente.
1,2880,frontend,frontend,backend,True,1.021364888239751,-0.9575586816262708,1.978923569866022,36,357,393,aceptada,Predicción con evidencia suficiente.
1,2429,cloud,cloud,frontend,True,1.76376268328023,-1.2004674386760077,2.9642301219562377,14,164,178,revision,Cobertura reducida de características.
1,986,backend,backend,datascience,True,-0.2456169672500529,-0.6002114544324645,0.3545944871824116,23,282,305,revision,Margen de decisión reducido.
1,1680,backend,backend,datascience,True,0.712374135011249,-0.6900428565748455,1.4024169915860947,20,304,324,aceptada,Predicción con evidencia suficiente.
1,3557,backend,frontend,cloud,False,0.29992374674914646,-0.6855664127611257,0.9854901595102722,9,148,157,revision,Cobertura reducida de características.
1,3056,frontend,cloud,frontend,False,0.2984960947480838,-0.37248831451081515,0.670984409258899,18,224,242,aceptada,Predicción con evidencia suficiente.
1,2753,backend,backend,cloud,True,-0.27283402445329097,-0.6120060244257003,0.3391719999724093,29,258,287,revision,Margen de decisión reducido.
1,1779,backend,backend,cloud,True,0.6709611376169976,-0.404479247232279,1.0754403848492766,18,297,315,aceptada,Predicción con evidencia suficiente.
1,1654,datascience,datascience,backend,True,1.3482492401431116,-1.1813243648291873,2.529573604972299,26,224,250,aceptada,Predicción con evidencia suficiente.
1,1572,backend,backend,frontend,True,1.9472831983311942,-0.7682819146807959,2.71556511301199,36,288,324,aceptada,Predicción con evidencia suficiente.
1,2840,datascience,cloud,datascience,False,-0.2719070762641449,-0.5508656127641356,0.2789585364999907,30,255,285,revision,Margen de decisión reducido.
1,3107,datascience,datascience,backend,True,1.4833607066951364,-1.0400863615199603,2.5234470682150967,33,345,378,aceptada,Predicción con evidencia suficiente.
1,1564,cloud,cloud,frontend,True,2.8100936079272842,-1.901510052448048,4.711603660375332,13,154,167,revision,Cobertura reducida de características.
1,392,frontend,backend,frontend,False,-0.036109913591581555,-0.4503828943682683,0.41427298077668673,19,307,326,revision,Margen de decisión reducido.
1,4186,frontend,frontend,backend,True,0.7463776451682242,-1.0373187955785772,1.7836964407468014,10,139,149,revision,Cobertura reducida de características.
1,1516,frontend,frontend,backend,True,0.879966785746896,-0.8126851122631786,1.6926518980100747,25,319,344,aceptada,Predicción con evidencia suficiente.
1,3493,datascience,datascience,backend,True,0.21328334765352486,-0.7538147680516385,0.9670981157051634,11,232,243,aceptada,Predicción con evidencia suficiente.
1,3978,datascience,datascience,cloud,True,1.5828776690934,-1.079806247567912,2.662683916661312,32,324,356,aceptada,Predicción con evidencia suficiente.
1,2295,backend,backend,datascience,True,2.299768445124201,-1.364591651214702,3.664360096338903,30,382,412,aceptada,Predicción con evidencia suficiente.
1,1679,frontend,frontend,cloud,True,0.20051036316543303,-0.4584520004547767,0.6589623636202098,24,224,248,aceptada,Predicción con evidencia suficiente.
1,3436,datascience,datascience,backend,True,-0.24277443435109314,-0.33623958272747995,0.09346514837638681,15,269,284,revision,Margen de decisión reducido.
1,3445,backend,frontend,backend,False,0.08567062130056124,-0.09897776853625295,0.1846483898368142,15,251,266,revision,Margen de decisión reducido.
1,633,datascience,datascience,frontend,True,1.3243926222755111,-1.2275109221059552,2.5519035443814664,27,211,238,aceptada,Predicción con evidencia suficiente.
1,2400,backend,backend,datascience,True,2.17878531047087,-1.194200829168549,3.372986139639419,28,378,406,aceptada,Predicción con evidencia suficiente.
1,3351,frontend,frontend,backend,True,0.8984243346414278,-0.9433368968497018,1.8417612314911296,12,138,150,revision,Cobertura reducida de características.
1,406,cloud,cloud,backend,True,1.2371300937413277,-0.7510755327515272,1.9882056264928547,29,286,315,aceptada,Predicción con evidencia suficiente.
1,3187,datascience,backend,frontend,False,-0.18102268565420487,-0.42944484889613416,0.24842216324192928,24,260,284,revision,Margen de decisión reducido.
1,4582,backend,backend,frontend,True,1.035350092826285,-0.9074559604713336,1.9428060532976188,36,233,269,aceptada,Predicción con evidencia suficiente.
1,1808,cloud,cloud,frontend,True,0.3494505335160233,-0.2799497400841092,0.6294002736001325,20,306,326,revision,Margen de decisión reducido.
1,3543,cloud,backend,frontend,False,-0.33264731153815424,-0.4908119121940867,0.15816460065593246,32,311,343,revision,Margen de decisión reducido.
1,3429,backend,frontend,cloud,False,-0.2960192861231757,-0.4022333098958569,0.10621402377268124,27,554,581,revision,Margen de decisión reducido.
1,991,datascience,datascience,backend,True,2.025529894442371,-1.205888344835311,3.231418239277682,30,266,296,aceptada,Predicción con evidencia suficiente.
1,2107,backend,backend,datascience,True,0.6641107776096286,-0.9155716878133222,1.5796824654229509,23,194,217,aceptada,Predicción con evidencia suficiente.
1,3637,frontend,datascience,frontend,False,0.26321024587072095,-0.3073779837966907,0.5705882296674116,11,221,232,revision,Margen de decisión reducido.
1,1222,cloud,cloud,frontend,True,1.2245768080403332,-1.2365447614662646,2.4611215695065978,25,154,179,aceptada,Predicción con evidencia suficiente.
1,2336,cloud,cloud,frontend,True,1.437374595558167,-1.260783312591067,2.698157908149234,28,335,363,aceptada,Predicción con evidencia suficiente.
1,3418,backend,cloud,backend,False,-0.14843031441952204,-0.32313399425969935,0.17470367984017732,5,22,27,revision,Margen de decisión reducido.
1,2791,frontend,backend,frontend,False,0.12253459314726711,-0.3835449552562601,0.5060795484035272,26,267,293,revision,Margen de decisión reducido.
1,1758,cloud,cloud,backend,True,1.09019867563301,-0.7303812772443888,1.8205799528773987,12,275,287,aceptada,Predicción con evidencia suficiente.
1,2099,backend,backend,datascience,True,0.4767999080213786,-0.28029043516099295,0.7570903431823716,29,247,276,aceptada,Predicción con evidencia suficiente.
1,1653,cloud,cloud,datascience,True,0.56276452169641,-0.4771463807584987,1.0399109024549087,29,285,314,aceptada,Predicción con evidencia suficiente.
1,4243,frontend,cloud,frontend,False,-0.36096230939546364,-0.5170152719670977,0.1560529625716341,27,353,380,revision,Margen de decisión reducido.
1,1898,backend,backend,datascience,True,2.745844711120506,-1.3374321648551244,4.08327687597563,32,351,383,aceptada,Predicción con evidencia suficiente.
1,3749,backend,backend,datascience,True,1.848309880564146,-1.1450432471549785,2.9933531277191245,34,349,383,aceptada,Predicción con evidencia suficiente.
1,1681,frontend,frontend,backend,True,0.633565072411205,-0.34483235901040454,0.9783974314216095,24,253,277,aceptada,Predicción con evidencia suficiente.
1,2398,backend,backend,cloud,True,0.6738656813468037,-0.8931641885811685,1.567029869927972,22,168,190,aceptada,Predicción con evidencia suficiente.
1,2617,datascience,datascience,frontend,True,1.57706522120951,-1.3776738731761662,2.954739094385676,26,209,235,aceptada,Predicción con evidencia suficiente.
1,927,backend,backend,frontend,True,0.9269755485233723,-0.9478062592105108,1.874781807733883,29,389,418,aceptada,Predicción con evidencia suficiente.
1,4324,cloud,cloud,backend,True,1.0012707984247942,-1.0368220792669427,2.038092877691737,38,351,389,aceptada,Predicción con evidencia suficiente.
1,2159,cloud,cloud,backend,True,0.5465431119135985,-0.6648089843435532,1.2113520962571518,24,261,285,aceptada,Predicción con evidencia suficiente.
1,72,backend,frontend,backend,False,0.01871360563437502,-0.23479683521840855,0.25351044085278357,18,273,291,revision,Margen de decisión reducido.
1,2998,backend,backend,frontend,True,1.3382846556090384,-0.3025587842546579,1.6408434398636964,30,424,454,aceptada,Predicción con evidencia suficiente.
1,1326,frontend,frontend,cloud,True,0.9034799887042235,-0.974130152239642,1.8776101409438657,29,224,253,aceptada,Predicción con evidencia suficiente.
1,664,datascience,datascience,frontend,True,0.4489341470809408,-0.5296791443972582,0.978613291478199,8,198,206,aceptada,Predicción con evidencia suficiente.
1,937,backend,backend,cloud,True,0.13207063522290752,-0.4107568780875379,0.5428275133104454,21,258,279,revision,Margen de decisión reducido.
1,972,datascience,datascience,frontend,True,1.1570635990698408,-0.9278604402571065,2.084924039326947,17,210,227,aceptada,Predicción con evidencia suficiente.
1,1117,datascience,datascience,frontend,True,0.47110090670993576,-0.5658524391309379,1.0369533458408737,26,314,340,aceptada,Predicción con evidencia suficiente.
1,741,frontend,frontend,cloud,True,0.17402829489510263,-0.5732871303277531,0.7473154252228558,27,257,284,aceptada,Predicción con evidencia suficiente.
1,2716,frontend,frontend,cloud,True,0.7139097023711423,-0.8629542979606122,1.5768640003317544,41,312,353,aceptada,Predicción con evidencia suficiente.
1,1133,frontend,frontend,cloud,True,2.4546617072005077,-1.6246767733247416,4.07933848052525,22,161,183,aceptada,Predicción con evidencia suficiente.
1,3144,frontend,frontend,cloud,True,1.3668151297914302,-1.1681331401737798,2.53494826996521,11,145,156,revision,Cobertura reducida de características.
1,399,cloud,cloud,backend,True,1.4642958583948307,-1.0533496038702186,2.5176454622650493,24,229,253,aceptada,Predicción con evidencia suficiente.
1,1689,datascience,datascience,backend,True,1.0167859692066101,-0.5641884313525412,1.5809744005591513,21,260,281,aceptada,Predicción con evidencia suficiente.
1,3919,datascience,frontend,datascience,False,0.11102780243874688,-0.5263009850680453,0.6373287875067922,35,320,355,revision,Margen de decisión reducido.
1,3751,backend,backend,frontend,True,0.2945982348712025,-0.42408676357532155,0.718684998446524,22,199,221,aceptada,Predicción con evidencia suficiente.
1,4446,datascience,frontend,cloud,False,-0.46083211838418736,-0.4886507903109242,0.027818671926736815,26,261,287,revision,Margen de decisión reducido.
1,2072,backend,cloud,frontend,False,-0.18505268601766223,-0.3281342289983346,0.14308154298067238,19,238,257,revision,Margen de decisión reducido.
1,2112,backend,backend,datascience,True,1.8768700283860706,-1.264256701803164,3.1411267301892347,35,393,428,aceptada,Predicción con evidencia suficiente.
1,748,backend,backend,frontend,True,0.4920338556653533,-0.7780021528627492,1.2700360085281024,40,322,362,aceptada,Predicción con evidencia suficiente.
1,3175,backend,backend,datascience,True,2.132343770362883,-1.67994695795564,3.812290728318523,35,280,315,aceptada,Predicción con evidencia suficiente.
1,2893,cloud,cloud,datascience,True,-0.08626335892140058,-0.34734218180190335,0.26107882288050277,30,328,358,revision,Margen de decisión reducido.
1,1997,cloud,cloud,frontend,True,-0.17674215724261566,-0.5886063172487352,0.4118641600061196,17,228,245,revision,Margen de decisión reducido.
1,1121,frontend,frontend,datascience,True,1.3970265513550615,-1.24722199383989,2.6442485451949516,24,254,278,aceptada,Predicción con evidencia suficiente.
1,1741,backend,backend,cloud,True,0.8653308057435233,-0.5739397894944445,1.4392705952379679,9,296,305,aceptada,Predicción con evidencia suficiente.
1,3433,backend,backend,frontend,True,-0.003487790890635334,-0.4037294083764258,0.40024161748579046,28,296,324,revision,Margen de decisión reducido.
